recipe_title;category;subcategory;description;ingredients;directions;num_ingredients;num_steps
Egg Bites;Breakfast And Brunch;Breakfast Potatoes;This baked egg bites recipe is an easy version of the mini egg bites made popular by Starbucks. I like them with hot sauce!;"[""cooking spray"", ""5 small tri-color baby potatoes, thinly sliced"", ""\u00bc stick butter"", ""10 small eggs"", ""1 small yellow bell pepper, finely chopped"", ""1 small tomato, finely chopped"", ""\u00bd cup fresh spinach"", ""\u00bc cup chopped ham"", ""\u00bc cup chopped white onion"", ""1 slice mozzarella cheese, cut into 12 cubes""]";"[""Preheat the oven to 350 degrees F (175 degrees C). Spray a 12-cup muffin tin with nonstick cooking spray."", ""Place a thin layer of potato slices in the bottom of each muffin cup. Add a little butter on top."", ""Bake in the preheated oven for 5 minutes."", ""Mix together eggs, bell pepper, tomato, spinach, ham, and onion in a large bowl. Ladle egg mixture over warm potatoes. Top each muffin cup with a mozzarella cube."", ""Continue baking until eggs are set, about 20 minutes.""]";10;5
Papas con Chorizo;Breakfast And Brunch;Breakfast Potatoes;This recipe for papas con chorizo is a very common breakfast in Mexico. Just grab a tortilla, fill it with papas con chorizo, top it with salsa and avocado and breakfast is ready! Scramble some eggs in your skillet along with the chorizo mixture and now you have huevos con papas y chorizo.;"[""1 (9 ounce) package Mexican chorizo sausage, casings removed"", ""1 \u00bd tablespoons bacon drippings"", ""2 cups diced potatoes"", ""\u2153 cup chopped onion"", ""1 serrano chile pepper, chopped"", ""\u00bd teaspoon salt, or to taste"", ""\u00bc teaspoon freshly ground black pepper, or to taste""]";"[""Cook chorizo in a large skillet over medium-high heat until turns dark red, 6 to 8 minutes, stirring frequently. Transfer chorizo to a bowl; set aside."", ""Melt bacon grease in the same skillet over medium to medium-high heat. Add potatoes; cook and stir for 10 minutes. Add onion and serrano; cook and stir until potatoes are fork-tender, onion is translucent, and serrano is soft, 2 to 6 minutes more. Return chorizo to the skillet; stir until heated through. Season with salt and black pepper.""]";7;2
Cheesy Ham and Hash Brown Casserole;Breakfast And Brunch;Breakfast Potatoes;This ham and hash brown casserole is quick and easy to make, not to mention delicious! I mostly serve this as a breakfast casserole, but it's great anytime!;"[""cooking spray"", ""1 (32 ounce) package frozen hash brown potatoes"", ""2 (10.5 ounce) cans condensed cream of potato soup"", ""1 (16 ounce) container sour cream"", ""2 cups shredded sharp Cheddar cheese"", ""8 ounces cooked, diced ham"", ""1 \u00bd cups grated Parmesan cheese""]";"[""Gather all ingredients. Preheat the oven to 375 degrees F (190 degrees C). Lightly grease a 9x13-inch baking dish with cooking spray."", ""Mix together hash browns, condensed soup, sour cream, Cheddar cheese, and ham in a bowl until well combined."", ""Spread evenly into the prepared dish. Sprinkle with Parmesan cheese."", ""Bake in the preheated oven until bubbly and lightly brown, about 1 hour."", ""Enjoy!""]";7;5
Potato Scones;Breakfast And Brunch;Breakfast Potatoes;These tattie scones are similar to potato pancakes. From an Irish and Scottish background, these are the perfect side with any breakfast meal and are a family favorite! Add onion, pepper, or any other spices for flavor. Serve with butter. Enjoy.;"[""1 pound cooked potatoes"", ""4 ounces self-rising flour"", ""2 ounces butter"", ""\u00bd pinch salt""]";"[""Gather all ingredients. Heat a lightly greased griddle or cast iron skillet over medium-high heat."", ""Mash potatoes with flour, butter, and salt in a large bowl until a stiff dough forms."", ""Turn dough out onto a lightly floured work surface. Knead dough lightly and roll dough out to a 1/2-inch-thick circle. Cut into 6 equal wedges."", ""Working in batches, cook scones on the hot griddle until golden brown, 4 to 5 minutes per side.""]";4;4
Potato Waffles;Breakfast And Brunch;Breakfast Potatoes;These savory potato waffles are a quick and delicious way to use up those leftover mashed potatoes. You will need a waffle iron. These are basically potato pancakes (a.k.a. latkes) but without all the greasy clean-up and calories from pan-frying. I usually serve them with fish or chicken and sautéed apples.;"[""2 tablespoons butter"", ""1 onion, chopped"", ""1 tablespoon minced garlic"", ""2 cups mashed potatoes"", ""2 large eggs"", ""\u00bc cup all-purpose flour"", ""\u00bc teaspoon salt"", ""\u00bc teaspoon ground black pepper""]";"[""Melt butter in a skillet over medium heat. Add onion and garlic; cook and stir until onion is tender, 5 to 7 minutes."", ""Preheat a waffle iron according to manufacturer's instructions."", ""Combine onion mixture, mashed potatoes, eggs, flour, salt, and black pepper in a large bowl until well blended."", ""Scoop 1/4 to 1/2 cup batter (depending on size of waffle iron) into the center of waffle iron and close lid. Cook until golden brown, 3 to 5 minutes.""]";8;4
Slow Cooker Cheesy Hash Brown Potatoes;Breakfast And Brunch;Breakfast Potatoes;This cheesy crockpot hash brown casserole is a quick and easy recipe, great for potlucks and game-day parties. I use a slow cooker liner for easy cleanup. Be creative and use different types of cheese or even hash browns for more of a kick.;"[""1 (30 ounce) package frozen shredded hash brown potatoes"", ""\u00bd cup butter, melted"", ""2 (10.5 ounce) cans condensed cream of chicken soup"", ""\u00be cup sour cream"", ""2 cups shredded Cheddar cheese""]";"[""Place frozen hash browns in a slow cooker. Pour melted butter over hash browns. Pour in condensed soup and sour cream, stirring between each addition. Add Cheddar cheese."", ""Cook on Low for 4 to 5 hours. Stir mixture after 2 hours of cooking.""]";5;2
Christmas Brunch Casserole;Breakfast And Brunch;Breakfast Potatoes;This Christmas breakfast casserole with hash browns, mushrooms, bacon, and eggs is easy to prepare on Christmas Eve. Just pop it in the oven for an hour on Christmas morning, and enjoy it for breakfast or brunch.;"[""1 pound bacon"", ""2 medium onions, chopped"", ""2 cups fresh sliced mushrooms"", ""1 tablespoon butter"", ""4 cups frozen hash brown potatoes, thawed"", ""1 teaspoon salt"", ""\u00bd teaspoon ground black pepper"", ""\u00bc teaspoon garlic salt"", ""4 medium eggs"", ""1 \u00bd cups milk"", ""1 pinch dried parsley"", ""1 cup shredded Cheddar cheese""]";"[""Gather all ingredients."", ""Cook bacon in a large skillet over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Transfer bacon to a paper towel-lined plate and crumble when cool enough to handle. Drain grease from the skillet."", ""Cook onions and mushrooms in the residual grease in the skillet until onions are translucent and mushrooms are tender, about 5 minutes."", ""Grease a 9x13-inch casserole dish with 1 tablespoon of butter. Place potatoes into the bottom of the dish; sprinkle with salt, pepper, and garlic salt. Top with crumbled bacon, then add onions and mushrooms."", ""Whisk milk, eggs, and parsley together in a mixing bowl; pour over casserole and top with Cheddar. Cover and refrigerate, 8 hours to overnight."", ""When ready to bake, preheat the oven to 400 degrees F (200 degrees C). Bake in the preheated oven until set, about 1 hour."", ""Serve hot and enjoy!""]";12;7
Spicy Potatoes and Scrambled Eggs;Breakfast And Brunch;Breakfast Potatoes;Eggs and potatoes are a nice combination for a hearty breakfast. This recipe features spicy home fries with classic scrambled eggs.;"[""2 medium potatoes, scrubbed"", ""4 tablespoons vegetable oil, divided"", ""\u00bd teaspoon ground cumin"", ""\u00bd teaspoon ground coriander"", ""\u00bd teaspoon turmeric powder"", ""\u00bd teaspoon chili powder (Optional)"", ""\u00bd teaspoon salt"", ""3 large eggs, beaten"", ""salt and pepper to taste""]";"[""Gather all ingredients."", ""Use a fork to pierce potato skins. Microwave potatoes on high until tender, 7 to 8 minutes. Let cool briefly, then peel and cut into small cubes."", ""Heat 2 tablespoons oil in a skillet over medium-high heat. Stir in cumin, coriander, turmeric, chili powder, and 1/2 teaspoon salt, then add potatoes. Cook, stirring occasionally, until crispy and golden brown, 5 to 10 minutes."", ""Meanwhile, heat 2 tablespoons oil in another skillet over medium-high heat. Pour eggs into the skillet; cook and stir until eggs are set, about 5 minutes. Season with salt and pepper and serve with potatoes.""]";9;4
Quick and Crispy Home Fries;Breakfast And Brunch;Breakfast Potatoes;Learn how to make home fries crispy like the ones at your local diner! The secret to getting a crispy surface on home fries is to make sure the potatoes aren't warm when you pan-fry them. In this recipe, we precook the potatoes and let them cool to room temperature before they hit the buttered pan, ensuring perfectly crusty and crispy edges.;"[""3 large russet potatoes, peeled and quartered"", ""2 tablespoons olive oil"", ""1 tablespoon butter"", ""\u00bc teaspoon paprika"", ""1 pinch cayenne pepper, or to taste"", ""1 pinch garlic powder"", ""1 pinch onion powder"", ""salt and ground black pepper to taste"", ""1 tablespoon chopped fresh chives""]";"[""Arrange potatoes evenly on a microwave-safe plate. Microwave on high until just tender, about 4 minutes. Let cool to room temperature. Cut potatoes into bite-sized chunks."", ""Heat butter and olive oil in a nonstick skillet over medium-high heat until butter melts and starts to turn brown. Swirl the pan and add potatoes; shake the pan to arrange in an even layer. Season with paprika, cayenne, garlic powder, onion powder, salt, and pepper."", ""Continue to toss potatoes and cook until reddish-brown, crusty, and crispy on the edges, 10 to 12 minutes. If potatoes are cooking too quickly, reduce the heat to medium. Garnish with chives.""]";9;3
Dutch Oven Mountain Man Breakfast;Breakfast And Brunch;Breakfast Potatoes;Our kids request this mountain man breakfast every time we go camping. This recipe makes 12 servings, so you may want to consider sharing it with the folks at the next campsite. Or, save the leftovers for the day you're checking out so you can spend more time packing and less time cooking. It's easy to reheat in a skillet over low heat or at home in the microwave. Feel free to add more spices and personalize this recipe to suit your taste buds.;"[""1 pound mild pork sausage (such as Jimmy Dean\u00ae)"", ""1 medium onion, chopped"", ""1 clove garlic, minced"", ""1 medium red bell pepper, chopped"", ""1 medium green bell pepper, chopped"", ""1 (2 pound) package frozen shredded hash brown potatoes"", ""12 large eggs, beaten"", ""1 (16 ounce) package shredded Cheddar cheese""]";"[""Gather all ingredients. Build a campfire and allow the fire to burn until it has accumulated a bed of coals. Place a grate over the fire."", ""Place a 12-inch cast iron Dutch oven onto the grate. Add sausage, onion, and garlic; cook and stir until sausage is browned and crumbly and onion is translucent, 5 to 7 minutes."", ""Stir in hash browns and bell peppers until well mixed. Cook, stirring occasionally, until hash browns are hot and peppers are tender, about 15 minutes."", ""Pour beaten eggs into the Dutch oven, allowing them to seep down to the bottom."", ""Cover the Dutch oven and place it directly onto 5 to 10 hot coals. Place another 12 to 18 hot coals on top of the Dutch oven lid. Let cook until eggs are firm, about 40 minutes."", ""Open the lid and sprinkle with Cheddar cheese. Cover and continue to cook until cheese has melted, about 5 minutes.""]";8;6
Easy, Spicy Roasted Potatoes;Breakfast And Brunch;Breakfast Potatoes;These spicy roasted potatoes made with chili powder and other seasonings are a slight variation to standard home fries. I make these spicy spuds for breakfast every Sunday, and my family loves them!;"[""5 medium red potatoes, diced with peel"", ""1 medium onion, chopped"", ""1 tablespoon garlic powder"", ""1 tablespoon kosher salt"", ""2 teaspoons chili powder"", ""\u00bc cup extra virgin olive oil"", ""1 cup shredded Cheddar cheese (Optional)""]";"[""Preheat the oven to 450 degrees F (220 degrees C). Grease a 9x13-inch baking dish."", ""Evenly distribute potatoes and onions in the prepared baking dish. Season with garlic powder, kosher salt, and chili powder. Drizzle with olive oil and stir until well coated."", ""Bake in the preheated oven, stirring every 10 minutes, until potatoes are fork-tender and slightly crispy, 35 to 40 minutes. Remove from the oven and immediately sprinkle Cheddar cheese over top. Let sit until cheese melts, about 5 minutes.""]";7;3
Hash Brown Waffles;Breakfast And Brunch;Breakfast Potatoes;These hash brown waffles are similar to latkes, but the waffle iron makes them a lot more crunchy and steams the potatoes perfectly. Serve immediately with your favorite hash brown toppings.;"[""cooking spray"", ""1 pound yellow potatoes, shredded"", ""2 tablespoons vegetable oil"", ""1 clove garlic, minced"", ""\u00bd teaspoon salt"", ""\u00bc teaspoon ground black pepper"", ""\u00bc teaspoon smoked paprika"", ""2 large eggs, lightly beaten""]";"[""Preheat the waffle iron according to manufacturer's instructions. Grease the waffle iron with cooking spray."", ""Place potatoes in a medium bowl. Pour in enough cold water to cover potatoes; soak for 2 to 3 minutes. Drain and rinse to remove starch. Squeeze water from potatoes by hand or roll in a clean kitchen towel and twist the towel to wring out water."", ""Toss potatoes with oil, garlic, salt, pepper, and paprika in a large bowl until evenly coated. Stir eggs into potato mixture until well combined."", ""Spoon 1/2 of the potato mixture into the preheated waffle iron; close and cook until potatoes are tender and golden brown, 5 to 8 minutes. Repeat with remaining potato mixture.""]";8;4
